country,city,aqi_value,aqi_category,co_aqi,co_category,ozone_aqi,ozone_category,no2_aqi,no2_category,pm25_aqi,pm25_category
United States of America,Santa Fe Springs,136.00,Unhealthy for Sensitive Groups,4.00,Good,5.00,Good,34.00,Good,136.00,Unhealthy for Sensitive Groups
Brazil,Santa Gertrudes,71.00,Moderate,2.00,Good,3.00,Good,6.00,Good,71.00,Moderate
El Salvador,Santiago De Maria,98.00,Moderate,3.00,Good,6.00,Good,14.00,Good,98.00,Moderate
Portugal,Sao Joao Da Talha,43.00,Good,0.00,Good,30.00,Good,2.00,Good,43.00,Good
Brazil,Sao Joao Del Rei,55.00,Moderate,2.00,Good,1.00,Good,4.00,Good,55.00,Moderate
Brazil,Sao Jose Do Belmonte,23.00,Good,0.00,Good,12.00,Good,1.00,Good,23.00,Good
Brazil,Sao Lourenco Do Oeste,22.00,Good,0.00,Good,14.00,Good,1.00,Good,22.00,Good
Brazil,Sao Mateus Do Maranhao,24.00,Good,1.00,Good,8.00,Good,0.00,Good,24.00,Good
Brazil,Sapucaia,103.00,Unhealthy for Sensitive Groups,4.00,Good,7.00,Good,11.00,Good,103.00,Unhealthy for Sensitive Groups
United States of America,Saraland,31.00,Good,1.00,Good,20.00,Good,5.00,Good,31.00,Good
Chad,Sarh,81.00,Moderate,2.00,Good,10.00,Good,0.00,Good,81.00,Moderate
Hungary,Sarkad,44.00,Good,1.00,Good,29.00,Good,2.00,Good,44.00,Good
France,Sartrouville,50.00,Good,1.00,Good,19.00,Good,4.00,Good,50.00,Good
Italy,Sassuolo,58.00,Moderate,1.00,Good,38.00,Good,1.00,Good,58.00,Moderate
Thailand,Sattahip,34.00,Good,0.00,Good,17.00,Good,0.00,Good,34.00,Good
Brazil,Satuba,32.00,Good,0.00,Good,18.00,Good,1.00,Good,32.00,Good
Finland,Savonlinna,36.00,Good,1.00,Good,36.00,Good,1.00,Good,24.00,Good
Kenya,Sawasawa,60.00,Moderate,1.00,Good,24.00,Good,0.00,Good,60.00,Moderate
Germany,Schneverdingen,36.00,Good,1.00,Good,36.00,Good,1.00,Good,25.00,Good
Italy,Sedriano,34.00,Good,1.00,Good,34.00,Good,2.00,Good,20.00,Good
Mali,Segou,85.00,Moderate,1.00,Good,20.00,Good,0.00,Good,85.00,Moderate
Finland,Seinajoki,38.00,Good,1.00,Good,38.00,Good,0.00,Good,18.00,Good
Brazil,Sena Madureira,14.00,Good,1.00,Good,4.00,Good,0.00,Good,14.00,Good
Serbia,Senta,54.00,Moderate,1.00,Good,33.00,Good,1.00,Good,54.00,Moderate
Croatia,Sesvete,38.00,Good,1.00,Good,33.00,Good,1.00,Good,38.00,Good
Russian Federation,Severobaykalsk,35.00,Good,1.00,Good,32.00,Good,0.00,Good,35.00,Good
France,Sevres,50.00,Good,1.00,Good,20.00,Good,5.00,Good,50.00,Good
Germany,Aachen,55.00,Moderate,1.00,Good,43.00,Good,1.00,Good,55.00,Moderate
Colombia,Acacias,17.00,Good,1.00,Good,8.00,Good,0.00,Good,17.00,Good
El Salvador,Acajutla,71.00,Moderate,2.00,Good,23.00,Good,3.00,Good,71.00,Moderate
Niger,Agadez,152.00,Unhealthy,1.00,Good,37.00,Good,0.00,Good,152.00,Unhealthy
Ghana,Agogo,39.00,Good,1.00,Good,24.00,Good,0.00,Good,39.00,Good
Italy,Agrigento,51.00,Moderate,1.00,Good,51.00,Moderate,0.00,Good,49.00,Good
United States of America,Alamogordo,78.00,Moderate,1.00,Good,31.00,Good,0.00,Good,78.00,Moderate
India,Aland,161.00,Unhealthy,2.00,Good,32.00,Good,3.00,Good,161.00,Unhealthy
Italy,Alatri,64.00,Moderate,1.00,Good,64.00,Moderate,0.00,Good,48.00,Good
United States of America,Aldine,30.00,Good,0.00,Good,26.00,Good,1.00,Good,30.00,Good
Brazil,Alenquer,16.00,Good,0.00,Good,11.00,Good,0.00,Good,16.00,Good
Australia,Alice Springs,52.00,Moderate,0.00,Good,18.00,Good,0.00,Good,52.00,Moderate
United States of America,Altamont,35.00,Good,1.00,Good,27.00,Good,1.00,Good,35.00,Good
Spain,Altea,38.00,Good,1.00,Good,38.00,Good,0.00,Good,28.00,Good
Brazil,Alto Parana,39.00,Good,1.00,Good,17.00,Good,0.00,Good,39.00,Good
India,Alwar,172.00,Unhealthy,4.00,Good,76.00,Moderate,6.00,Good,172.00,Unhealthy
India,Amritsar,168.00,Unhealthy,4.00,Good,39.00,Good,9.00,Good,168.00,Unhealthy
Russian Federation,Anapskaya,41.00,Good,1.00,Good,41.00,Good,0.00,Good,10.00,Good
,Ancona,80.00,Moderate,1.00,Good,68.00,Moderate,0.00,Good,80.00,Moderate
India,Anekal,87.00,Moderate,2.00,Good,18.00,Good,5.00,Good,87.00,Moderate
Russian Federation,Apatity,32.00,Good,1.00,Good,32.00,Good,0.00,Good,23.00,Good
Mexico,Apizaco,230.00,Very Unhealthy,1.00,Good,34.00,Good,3.00,Good,230.00,Very Unhealthy
Cyprus,Aradippou,45.00,Good,1.00,Good,45.00,Good,0.00,Good,21.00,Good
India,Arang,155.00,Unhealthy,3.00,Good,38.00,Good,3.00,Good,155.00,Unhealthy
Spain,Aranjuez,41.00,Good,1.00,Good,41.00,Good,0.00,Good,11.00,Good
United States of America,Arbutus,52.00,Moderate,1.00,Good,52.00,Moderate,1.00,Good,40.00,Good
Mexico,Arriaga,64.00,Moderate,1.00,Good,29.00,Good,0.00,Good,64.00,Moderate
Ethiopia,Asasa,51.00,Moderate,1.00,Good,22.00,Good,0.00,Good,51.00,Moderate
Morocco,Asfi,33.00,Good,0.00,Good,33.00,Good,0.00,Good,27.00,Good
Japan,Ashibetsu,53.00,Moderate,1.00,Good,26.00,Good,4.00,Good,53.00,Moderate
Norway,Askim,42.00,Good,1.00,Good,42.00,Good,0.00,Good,13.00,Good
Kazakhstan,Astana,26.00,Good,1.00,Good,26.00,Good,1.00,Good,26.00,Good
Egypt,Aswan,95.00,Moderate,1.00,Good,91.00,Moderate,0.00,Good,95.00,Moderate
India,Athmallik,144.00,Unhealthy for Sensitive Groups,2.00,Good,42.00,Good,4.00,Good,144.00,Unhealthy for Sensitive Groups
Chad,Ati,130.00,Unhealthy for Sensitive Groups,1.00,Good,46.00,Good,0.00,Good,130.00,Unhealthy for Sensitive Groups
New Zealand,Auckland,69.00,Moderate,0.00,Good,30.00,Good,0.00,Good,69.00,Moderate
Germany,Bad Doberan,37.00,Good,1.00,Good,37.00,Good,0.00,Good,21.00,Good
Germany,Bad Durrheim,61.00,Moderate,1.00,Good,51.00,Moderate,0.00,Good,61.00,Moderate
Pakistan,Baddomalhi,172.00,Unhealthy,5.00,Good,30.00,Good,14.00,Good,172.00,Unhealthy
United States of America,Sheridan,29.00,Good,0.00,Good,27.00,Good,1.00,Good,29.00,Good
Japan,Shimada,71.00,Moderate,2.00,Good,27.00,Good,7.00,Good,71.00,Moderate
Japan,Shirone,113.00,Unhealthy for Sensitive Groups,3.00,Good,23.00,Good,12.00,Good,113.00,Unhealthy for Sensitive Groups
Albania,Shkoder,97.00,Moderate,1.00,Good,46.00,Good,0.00,Good,97.00,Moderate
Russian Federation,Shumikha,34.00,Good,1.00,Good,34.00,Good,0.00,Good,20.00,Good
Tunisia,Sidi Bu Zayd,66.00,Moderate,1.00,Good,57.00,Moderate,0.00,Good,66.00,Moderate
India,Sihora,163.00,Unhealthy,4.00,Good,39.00,Good,5.00,Good,163.00,Unhealthy
India,Sika,50.00,Good,0.00,Good,20.00,Good,1.00,Good,50.00,Good
Greece,Sikeai,65.00,Moderate,1.00,Good,59.00,Moderate,0.00,Good,65.00,Moderate
Lithuania,Silute,36.00,Good,1.00,Good,36.00,Good,0.00,Good,22.00,Good
Indonesia,Simpang,77.00,Moderate,2.00,Good,10.00,Good,2.00,Good,77.00,Moderate
Italy,Sinalunga,75.00,Moderate,1.00,Good,75.00,Moderate,0.00,Good,38.00,Good
Italy,Siniscola,51.00,Moderate,1.00,Good,51.00,Moderate,0.00,Good,34.00,Good
Costa Rica,Siquirres,44.00,Good,1.00,Good,26.00,Good,0.00,Good,44.00,Good
Spain,Sitges,52.00,Moderate,1.00,Good,52.00,Moderate,1.00,Good,50.00,Good
Romania,Slatina,49.00,Good,1.00,Good,49.00,Good,0.00,Good,42.00,Good
Netherlands,Sneek,38.00,Good,1.00,Good,38.00,Good,0.00,Good,37.00,Good
Poland,Sochaczew,41.00,Good,1.00,Good,41.00,Good,0.00,Good,28.00,Good
Russian Federation,Sokolniki,39.00,Good,1.00,Good,39.00,Good,0.00,Good,23.00,Good
Algeria,Tazmalt,117.00,Unhealthy for Sensitive Groups,1.00,Good,117.00,Unhealthy for Sensitive Groups,1.00,Good,56.00,Moderate
Cameroon,Tchollire,62.00,Moderate,1.00,Good,20.00,Good,0.00,Good,62.00,Moderate
India,Tendukheda,165.00,Unhealthy,4.00,Good,34.00,Good,6.00,Good,165.00,Unhealthy
Mexico,Teopisca,50.00,Good,1.00,Good,24.00,Good,0.00,Good,50.00,Good
,Termini Imerese,57.00,Moderate,1.00,Good,48.00,Good,0.00,Good,57.00,Moderate
Niger,Tessaoua,85.00,Moderate,1.00,Good,43.00,Good,0.00,Good,85.00,Moderate
India,Thana Bhawan,171.00,Unhealthy,5.00,Good,38.00,Good,12.00,Good,171.00,Unhealthy
Canada,Thunder Bay,83.00,Moderate,1.00,Good,22.00,Good,0.00,Good,83.00,Moderate
Niger,Tibiri,82.00,Moderate,1.00,Good,45.00,Good,0.00,Good,82.00,Moderate
Côte d'Ivoire,Tiebissou,31.00,Good,1.00,Good,21.00,Good,0.00,Good,31.00,Good
Netherlands,Tiel,39.00,Good,1.00,Good,39.00,Good,0.00,Good,37.00,Good
Brazil,Timbiras,32.00,Good,0.00,Good,16.00,Good,0.00,Good,32.00,Good
Brazil,Timoteo,31.00,Good,0.00,Good,20.00,Good,0.00,Good,31.00,Good
India,Tindivanam,106.00,Unhealthy for Sensitive Groups,2.00,Good,33.00,Good,7.00,Good,106.00,Unhealthy for Sensitive Groups
Côte d'Ivoire,Tingrela,31.00,Good,1.00,Good,21.00,Good,0.00,Good,31.00,Good
United States of America,Tinley Park,55.00,Moderate,1.00,Good,35.00,Good,4.00,Good,55.00,Moderate
India,Tirunelveli,61.00,Moderate,1.00,Good,22.00,Good,2.00,Good,61.00,Moderate
Italy,Tivoli,55.00,Moderate,1.00,Good,55.00,Moderate,0.00,Good,51.00,Moderate
Morocco,Tiznit,52.00,Moderate,1.00,Good,40.00,Good,0.00,Good,52.00,Moderate
Mexico,Tlalnepantla,195.00,Unhealthy,2.00,Good,39.00,Good,5.00,Good,195.00,Unhealthy
Kyrgyzstan,Tokmak,54.00,Moderate,1.00,Good,25.00,Good,2.00,Good,54.00,Moderate
Romania,Toplita,50.00,Good,1.00,Good,41.00,Good,0.00,Good,50.00,Good
France,Toulon,49.00,Good,1.00,Good,49.00,Good,4.00,Good,39.00,Good
Myanmar,Toungoo,23.00,Good,1.00,Good,14.00,Good,0.00,Good,23.00,Good
Japan,Toyokawa,83.00,Moderate,2.00,Good,30.00,Good,6.00,Good,83.00,Moderate
Italy,Trezzano Sul Naviglio,87.00,Moderate,1.00,Good,68.00,Moderate,0.00,Good,87.00,Moderate
Greece,Trikala,99.00,Moderate,1.00,Good,42.00,Good,0.00,Good,99.00,Moderate
United States of America,Trumbull,50.00,Good,1.00,Good,48.00,Good,2.00,Good,50.00,Good
United States of America,Tualatin,76.00,Moderate,2.00,Good,22.00,Good,7.00,Good,76.00,Moderate
Russian Federation,Tuapse,37.00,Good,1.00,Good,37.00,Good,0.00,Good,19.00,Good
Philippines,Tukuran,44.00,Good,1.00,Good,17.00,Good,1.00,Good,44.00,Good
Ethiopia,Tulu Bolo,44.00,Good,1.00,Good,22.00,Good,0.00,Good,44.00,Good
Indonesia,Tulungagung,165.00,Unhealthy,6.00,Good,13.00,Good,14.00,Good,165.00,Unhealthy
Costa Rica,Turrialba,38.00,Good,1.00,Good,26.00,Good,0.00,Good,38.00,Good
Russian Federation,Tuymazy,40.00,Good,1.00,Good,40.00,Good,0.00,Good,8.00,Good
Brazil,Uberaba,32.00,Good,1.00,Good,24.00,Good,0.00,Good,32.00,Good
Pakistan,Uch,191.00,Unhealthy,2.00,Good,38.00,Good,5.00,Good,191.00,Unhealthy
Nigeria,Ughelli,82.00,Moderate,2.00,Good,26.00,Good,1.00,Good,82.00,Moderate
Mongolia,Ulaangom,40.00,Good,1.00,Good,30.00,Good,0.00,Good,40.00,Good
Sweden,Umea,35.00,Good,1.00,Good,35.00,Good,0.00,Good,4.00,Good
United States of America,University Heights,55.00,Moderate,1.00,Good,37.00,Good,3.00,Good,55.00,Moderate
Tajikistan,Uroteppa,117.00,Unhealthy for Sensitive Groups,1.00,Good,34.00,Good,1.00,Good,117.00,Unhealthy for Sensitive Groups
Japan,Uto,54.00,Moderate,2.00,Good,18.00,Good,10.00,Good,54.00,Moderate
Russian Federation,Uzhur,33.00,Good,1.00,Good,29.00,Good,0.00,Good,33.00,Good
India,Vadlapudi,118.00,Unhealthy for Sensitive Groups,3.00,Good,47.00,Good,2.00,Good,118.00,Unhealthy for Sensitive Groups
France,Valence,54.00,Moderate,1.00,Good,47.00,Good,0.00,Good,54.00,Moderate
Venezuela (Bolivarian Republic of),Valera,54.00,Moderate,1.00,Good,21.00,Good,0.00,Good,54.00,Moderate
Turkey,Van,62.00,Moderate,1.00,Good,43.00,Good,0.00,Good,62.00,Moderate
Brazil,Vargem Grande Do Sul,47.00,Good,1.00,Good,24.00,Good,0.00,Good,47.00,Good
Italy,Vecchiano,80.00,Moderate,1.00,Good,80.00,Moderate,0.00,Good,37.00,Good
Italy,Venaria Reale,78.00,Moderate,1.00,Good,57.00,Moderate,0.00,Good,78.00,Moderate
Russian Federation,Verkhniy Tagil,41.00,Good,1.00,Good,41.00,Good,0.00,Good,19.00,Good
Russian Federation,Vetluzhskiy,38.00,Good,1.00,Good,38.00,Good,0.00,Good,14.00,Good
Spain,Vic,48.00,Good,1.00,Good,48.00,Good,0.00,Good,40.00,Good
United States of America,Vicksburg,52.00,Moderate,1.00,Good,39.00,Good,1.00,Good,52.00,Moderate
Romania,Vicovu De Sus,57.00,Moderate,1.00,Good,42.00,Good,0.00,Good,57.00,Moderate
United States of America,Vidor,31.00,Good,0.00,Good,25.00,Good,1.00,Good,31.00,Good
United States of America,Sarasota Springs,62.00,Moderate,1.00,Good,62.00,Moderate,1.00,Good,14.00,Good
India,Sarwar,169.00,Unhealthy,1.00,Good,30.00,Good,4.00,Good,169.00,Unhealthy
India,Satara,88.00,Moderate,1.00,Good,24.00,Good,3.00,Good,88.00,Moderate
United States of America,Schiller Park,61.00,Moderate,1.00,Good,28.00,Good,6.00,Good,61.00,Moderate
Germany,Schonaich,63.00,Moderate,1.00,Good,55.00,Moderate,0.00,Good,63.00,Moderate
Germany,Schwieberdingen,66.00,Moderate,1.00,Good,58.00,Moderate,0.00,Good,66.00,Moderate
United States of America,Scottsbluff,39.00,Good,1.00,Good,23.00,Good,1.00,Good,39.00,Good
United States of America,Seaside,40.00,Good,1.00,Good,33.00,Good,1.00,Good,40.00,Good
Italy,Selvazzano Dentro,87.00,Moderate,1.00,Good,61.00,Moderate,0.00,Good,87.00,Moderate
Russian Federation,Semikarakorsk,47.00,Good,1.00,Good,47.00,Good,0.00,Good,25.00,Good
Italy,Seriate,89.00,Moderate,1.00,Good,50.00,Good,0.00,Good,89.00,Moderate
Brazil,Sertanopolis,36.00,Good,1.00,Good,21.00,Good,0.00,Good,36.00,Good
Russian Federation,Seryshevo,78.00,Moderate,2.00,Good,36.00,Good,2.00,Good,78.00,Moderate
Brazil,Severinia,51.00,Moderate,1.00,Good,27.00,Good,0.00,Good,51.00,Moderate
Indonesia,Seyegan,168.00,Unhealthy,7.00,Good,12.00,Good,20.00,Good,168.00,Unhealthy
United States of America,Martinsville,55.00,Moderate,1.00,Good,45.00,Good,1.00,Good,55.00,Moderate
United States of America,Marysville,44.00,Good,1.00,Good,40.00,Good,1.00,Good,44.00,Good
Armenia,Masis,100.00,Unhealthy for Sensitive Groups,1.00,Good,40.00,Good,0.00,Good,100.00,Unhealthy for Sensitive Groups
Democratic Republic of the Congo,Matadi,68.00,Moderate,2.00,Good,42.00,Good,0.00,Good,68.00,Moderate
Japan,Matsumoto,109.00,Unhealthy for Sensitive Groups,3.00,Good,9.00,Good,12.00,Good,109.00,Unhealthy for Sensitive Groups
Philippines,Mawab,89.00,Moderate,2.00,Good,4.00,Good,4.00,Good,89.00,Moderate
Belgium,Mechelen,51.00,Moderate,1.00,Good,37.00,Good,2.00,Good,51.00,Moderate
Germany,Mechernich,55.00,Moderate,1.00,Good,47.00,Good,0.00,Good,55.00,Moderate
Greece,Megara,98.00,Moderate,1.00,Good,40.00,Good,1.00,Good,98.00,Moderate
Russian Federation,Meleuz,36.00,Good,1.00,Good,36.00,Good,0.00,Good,28.00,Good
United States of America,Mequon,51.00,Moderate,1.00,Good,26.00,Good,1.00,Good,51.00,Moderate
Philippines,Meycauayan,152.00,Unhealthy,4.00,Good,22.00,Good,9.00,Good,152.00,Unhealthy
Brazil,Miguelopolis,39.00,Good,1.00,Good,23.00,Good,0.00,Good,39.00,Good
Japan,Miharu,61.00,Moderate,1.00,Good,22.00,Good,10.00,Good,61.00,Moderate
Russian Federation,Mikhaylovsk,49.00,Good,1.00,Good,49.00,Good,1.00,Good,29.00,Good
United States of America,Millington,77.00,Moderate,1.00,Good,43.00,Good,3.00,Good,77.00,Moderate
Pakistan,Minchinabad,167.00,Unhealthy,4.00,Good,88.00,Moderate,6.00,Good,167.00,Unhealthy
Brazil,Miracatu,59.00,Moderate,1.00,Good,21.00,Good,2.00,Good,59.00,Moderate
Mexico,Miramar,57.00,Moderate,1.00,Good,26.00,Good,1.00,Good,57.00,Moderate
Pakistan,Mirpur Khas,156.00,Unhealthy,1.00,Good,30.00,Good,2.00,Good,156.00,Unhealthy
Pakistan,Mirpur Mathelo,162.00,Unhealthy,2.00,Good,16.00,Good,12.00,Good,162.00,Unhealthy
Democratic Republic of the Congo,Moba,30.00,Good,0.00,Good,30.00,Good,0.00,Good,27.00,Good
South Africa,Molteno,50.00,Good,0.00,Good,9.00,Good,6.00,Good,50.00,Good
Italy,Monsummano Terme,71.00,Moderate,1.00,Good,71.00,Moderate,0.00,Good,43.00,Good
Italy,Montemarciano,82.00,Moderate,1.00,Good,68.00,Moderate,0.00,Good,82.00,Moderate
France,Montfermeil,69.00,Moderate,1.00,Good,46.00,Good,1.00,Good,69.00,Moderate
Brazil,Morrinhos,24.00,Good,0.00,Good,24.00,Good,0.00,Good,11.00,Good
Indonesia,Mranggen,161.00,Unhealthy,6.00,Good,19.00,Good,15.00,Good,161.00,Unhealthy
India,Munger,148.00,Unhealthy for Sensitive Groups,4.00,Good,44.00,Good,6.00,Good,148.00,Unhealthy for Sensitive Groups
Pakistan,Mustafabad,169.00,Unhealthy,4.00,Good,95.00,Moderate,6.00,Good,169.00,Unhealthy
Russian Federation,Mytishchi,37.00,Good,1.00,Good,30.00,Good,8.00,Good,37.00,Good
Japan,Nabari,86.00,Moderate,2.00,Good,15.00,Good,12.00,Good,86.00,Moderate
Philippines,Nagcarlan,86.00,Moderate,2.00,Good,24.00,Good,8.00,Good,86.00,Moderate
China,Nangong,145.00,Unhealthy for Sensitive Groups,4.00,Good,49.00,Good,21.00,Good,145.00,Unhealthy for Sensitive Groups
India,Nannilam,77.00,Moderate,1.00,Good,28.00,Good,2.00,Good,77.00,Moderate
China,Nanyang,153.00,Unhealthy,5.00,Good,76.00,Moderate,16.00,Good,153.00,Unhealthy
Costa Rica,Naranjo,53.00,Moderate,1.00,Good,25.00,Good,0.00,Good,53.00,Moderate
Thailand,Narathiwat,84.00,Moderate,3.00,Good,20.00,Good,2.00,Good,84.00,Moderate
United States of America,Natchitoches,50.00,Good,1.00,Good,39.00,Good,2.00,Good,50.00,Good
Greece,Nea Makri,65.00,Moderate,2.00,Good,50.00,Good,5.00,Good,65.00,Moderate
United States of America,Needham,45.00,Good,1.00,Good,41.00,Good,1.00,Good,45.00,Good
Russian Federation,Neftekamsk,41.00,Good,1.00,Good,41.00,Good,0.00,Good,18.00,Good
Russian Federation,Nelidovo,35.00,Good,1.00,Good,35.00,Good,0.00,Good,11.00,Good
Germany,Neuenhagen,45.00,Good,1.00,Good,45.00,Good,0.00,Good,27.00,Good
Turkey,Nevsehir,44.00,Good,0.00,Good,44.00,Good,0.00,Good,25.00,Good
United States of America,New Albany,50.00,Good,1.00,Good,50.00,Good,1.00,Good,27.00,Good
United States of America,New Milford,52.00,Moderate,1.00,Good,46.00,Good,2.00,Good,52.00,Moderate
Mexico,Nezahualcoyotl,209.00,Very Unhealthy,2.00,Good,41.00,Good,5.00,Good,209.00,Very Unhealthy
Germany,Niedernhausen,62.00,Moderate,1.00,Good,62.00,Moderate,0.00,Good,57.00,Moderate
Germany,Niefern Oschelbronn,65.00,Moderate,1.00,Good,59.00,Moderate,0.00,Good,65.00,Moderate
Germany,Niesky,50.00,Good,1.00,Good,43.00,Good,0.00,Good,50.00,Good
Japan,Ninohe,94.00,Moderate,3.00,Good,22.00,Good,13.00,Good,94.00,Moderate
Japan,Ninomiya,71.00,Moderate,1.00,Good,32.00,Good,7.00,Good,71.00,Moderate
Brazil,Nobres,42.00,Good,1.00,Good,12.00,Good,0.00,Good,42.00,Good
Russian Federation,Nolinsk,35.00,Good,1.00,Good,32.00,Good,0.00,Good,35.00,Good
United States of America,North Bergen,54.00,Moderate,1.00,Good,40.00,Good,4.00,Good,54.00,Moderate
Mauritania,Nouakchott,166.00,Unhealthy,1.00,Good,22.00,Good,0.00,Good,166.00,Unhealthy
Russian Federation,Novomichurinsk,39.00,Good,1.00,Good,39.00,Good,1.00,Good,31.00,Good
Poland,Nowogard,40.00,Good,1.00,Good,40.00,Good,0.00,Good,17.00,Good
Sri Lanka,Nuwara Eliya,105.00,Unhealthy for Sensitive Groups,2.00,Good,10.00,Good,7.00,Good,105.00,Unhealthy for Sensitive Groups
Hungary,Nyiregyhaza,61.00,Moderate,1.00,Good,52.00,Moderate,0.00,Good,61.00,Moderate
United States of America,Oak Park,60.00,Moderate,1.00,Good,33.00,Good,2.00,Good,60.00,Moderate
Russian Federation,Obluche,92.00,Moderate,2.00,Good,42.00,Good,0.00,Good,92.00,Moderate
Denmark,Odense,43.00,Good,1.00,Good,43.00,Good,0.00,Good,14.00,Good
Portugal,Odivelas,42.00,Good,1.00,Good,42.00,Good,1.00,Good,18.00,Good
Russian Federation,Oktyabrskaya,44.00,Good,1.00,Good,44.00,Good,0.00,Good,19.00,Good
Russian Federation,Olenegorsk,30.00,Good,1.00,Good,30.00,Good,0.00,Good,24.00,Good
Nigeria,Damaturu,98.00,Moderate,2.00,Good,46.00,Good,0.00,Good,98.00,Moderate
Russian Federation,Danilov,32.00,Good,1.00,Good,32.00,Good,0.00,Good,10.00,Good
Philippines,Dao,64.00,Moderate,1.00,Good,28.00,Good,2.00,Good,64.00,Moderate
Mongolia,Darhan,33.00,Good,1.00,Good,33.00,Good,0.00,Good,19.00,Good
Germany,Deggendorf,69.00,Moderate,1.00,Good,51.00,Moderate,0.00,Good,69.00,Moderate
China,Dehui,156.00,Unhealthy,4.00,Good,45.00,Good,8.00,Good,156.00,Unhealthy
Germany,Denzlingen,67.00,Moderate,1.00,Good,54.00,Moderate,0.00,Good,67.00,Moderate
Costa Rica,Desamparados,49.00,Good,1.00,Good,26.00,Good,1.00,Good,49.00,Good
Brazil,Dianopolis,17.00,Good,0.00,Good,17.00,Good,0.00,Good,17.00,Good
Germany,Dillenburg,55.00,Moderate,1.00,Good,48.00,Good,0.00,Good,55.00,Moderate
Russian Federation,Dinskaya,42.00,Good,1.00,Good,42.00,Good,2.00,Good,38.00,Good
United States of America,Dinuba,51.00,Moderate,1.00,Good,22.00,Good,4.00,Good,51.00,Moderate
Colombia,Dos Quebradas,113.00,Unhealthy for Sensitive Groups,3.00,Good,16.00,Good,4.00,Good,113.00,Unhealthy for Sensitive Groups
France,Dourdan,76.00,Moderate,1.00,Good,38.00,Good,2.00,Good,76.00,Moderate
Romania,Dragasani,49.00,Good,1.00,Good,49.00,Good,0.00,Good,43.00,Good
United States of America,Druid Hills,73.00,Moderate,1.00,Good,73.00,Moderate,3.00,Good,33.00,Good
Colombia,Duitama,22.00,Good,0.00,Good,14.00,Good,0.00,Good,22.00,Good
India,Dum Duma,72.00,Moderate,2.00,Good,8.00,Good,5.00,Good,72.00,Moderate
France,Dunkirk,35.00,Good,1.00,Good,35.00,Good,0.00,Good,31.00,Good
United States of America,Dunwoody,69.00,Moderate,1.00,Good,69.00,Moderate,3.00,Good,29.00,Good
Nigeria,Dutse,90.00,Moderate,2.00,Good,61.00,Moderate,0.00,Good,90.00,Moderate
Russian Federation,Dvubratskiy,47.00,Good,1.00,Good,47.00,Good,1.00,Good,33.00,Good
Poland,Dzialdowo,40.00,Good,1.00,Good,40.00,Good,0.00,Good,19.00,Good
Japan,Ebetsu,50.00,Good,1.00,Good,29.00,Good,6.00,Good,50.00,Good
United States of America,Edison,50.00,Good,1.00,Good,41.00,Good,3.00,Good,50.00,Good
Germany,Ehingen,63.00,Moderate,1.00,Good,54.00,Moderate,0.00,Good,63.00,Moderate
Egypt,El Badari,88.00,Moderate,1.00,Good,88.00,Moderate,0.00,Good,72.00,Moderate
Spain,El Escorial,41.00,Good,0.00,Good,41.00,Good,0.00,Good,8.00,Good
Venezuela (Bolivarian Republic of),El Limon,118.00,Unhealthy for Sensitive Groups,2.00,Good,52.00,Moderate,3.00,Good,118.00,Unhealthy for Sensitive Groups
Mexico,El Salto,58.00,Moderate,1.00,Good,28.00,Good,0.00,Good,58.00,Moderate
Russian Federation,Elektrogorsk,39.00,Good,1.00,Good,39.00,Good,2.00,Good,27.00,Good
Cuba,Encrucijada,35.00,Good,1.00,Good,35.00,Good,0.00,Good,29.00,Good
United States of America,Ephrata,47.00,Good,1.00,Good,47.00,Good,1.00,Good,36.00,Good
Kazakhstan,Ereymentau,30.00,Good,1.00,Good,30.00,Good,0.00,Good,16.00,Good
Denmark,Esbjerg,40.00,Good,1.00,Good,40.00,Good,0.00,Good,22.00,Good
Nicaragua,Esteli,42.00,Good,1.00,Good,19.00,Good,0.00,Good,42.00,Good
Italy,Fagnano Olona,96.00,Moderate,1.00,Good,64.00,Moderate,0.00,Good,96.00,Moderate
Brazil,Feira De Santana,28.00,Good,0.00,Good,23.00,Good,0.00,Good,28.00,Good
United States of America,Ferndale,55.00,Moderate,1.00,Good,34.00,Good,1.00,Good,55.00,Moderate
Ethiopia,Finote Selam,79.00,Moderate,1.00,Good,18.00,Good,0.00,Good,79.00,Moderate
India,Firozpur Jhirka,174.00,Unhealthy,5.00,Good,50.00,Good,10.00,Good,174.00,Unhealthy
Guatemala,Flores,62.00,Moderate,1.00,Good,22.00,Good,0.00,Good,62.00,Moderate
